Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,lateInfoMsgCd
005930,KR7005930003,삼성전자,KOSPI,,272500,1,11500,4.41,264000,273000,263500,11596573,3134920780000,1593110920680000,5846278608,STK,ME005
000660,KR7000660001,SK하이닉스,KOSPI,,1870000,1,13000,0.7,1872000,1888000,1847000,1401010,2619189686000,1366020722550000,730492365,STK,ME005
402340,KR7402340004,SK스퀘어,KOSPI,,1124000,1,45000,4.17,1087000,1135000,1080000,297977,331563044500,148282573752000,131923998,STK,ME005
009150,KR7009150004,삼성전기,KOSPI,,1417000,1,29000,2.09,1432000,1443000,1396000,300887,426200095500,105840967232000,74693696,STK,ME005
373220,KR7373220003,LG에너지솔루션,KOSPI,,352750,2,-11250,-3.09,365000,365500,351500,187786,66484788000,82543500000000,234000000,STK,ME005
005380,KR7005380001,현대차,KOSPI,,360000,2,-5000,-1.37,365500,365500,359000,196915,71073403000,73712795760000,204757766,STK,ME005
207940,KR7207940008,삼성바이오로직스,KOSPI,,1399000,1,1000,0.07,1398000,1410000,1393000,9014,12631714000,64761040449000,46290951,STK,ME005
105560,KR7105560007,KB금융,KOSPI,,177800,1,2900,1.66,175000,178400,174900,341882,60437631400,63063479105200,354687734,STK,ME005
028260,KR7028260008,삼성물산,KOSPI,,368000,1,17000,4.84,353000,369000,352500,143110,52039095250,59677669808000,162167581,STK,ME005
032830,KR7032830002,삼성생명,KOSPI,,291000,1,7500,2.65,287500,294000,284500,345483,100745454000,58200000000000,200000000,STK,ME005
012450,KR7012450003,한화에어로스페이스,KOSPI,,1072000,2,-6000,-0.56,1112000,1129000,1068000,57153,62207848500,55275965872000,51563401,STK,ME005
034020,KR7034020008,두산에너빌리티,KOSPI,,85800,1,900,1.06,86800,86900,85100,919231,78803493300,54960146326800,640561146,STK,ME005
055550,KR7055550008,신한지주,KOSPI,,113300,1,3200,2.91,111100,113600,110000,415749,46713079550,53188712078700,469450239,STK,ME005
329180,KR7329180004,HD현대중공업,KOSPI,,451500,2,-8500,-1.85,457500,460000,450000,61874,28027538250,47389993087500,104961225,STK,ME005
000270,KR7000270009,기아,KOSPI,,119900,2,-2000,-1.64,121500,121600,119200,301158,36150301800,46810518460200,390412998,STK,ME005
006400,KR7006400006,삼성SDI,KOSPI,,533000,2,-8000,-1.48,546000,546000,528000,143672,76735321000,42952087490000,80585530,STK,ME005
068270,KR7068270008,셀트리온,KOSPI,,181400,1,2000,1.11,179500,181800,178200,103620,18706932400,42196755726400,232617176,STK,ME005
034730,KR7034730002,SK,KOSPI,,571000,1,26000,4.77,557000,580000,554000,48962,27860531000,41399043413000,72502703,STK,ME005
086790,KR7086790003,하나금융지주,KOSPI,,135600,1,2500,1.88,134400,136000,133000,223206,30095553350,36743519796000,270969910,STK,ME005
012330,KR7012330007,현대모비스,KOSPI,,372000,2,-7000,-1.85,380500,380500,371500,102751,38431282000,33413257620000,89820585,STK,ME005
066570,KR7066570003,LG전자,KOSPI,,200500,1,2100,1.06,199600,202000,198000,212506,42415373000,32658369919000,162884638,STK,ME005
010120,KR7010120004,LS ELECTRIC,KOSPI,,207000,2,-4500,-2.13,209500,211500,204500,166908,34713422500,31050000000000,150000000,STK,ME005
035420,KR7035420009,NAVER,KOSPI,,197200,2,-500,-0.25,198400,198700,196100,261599,51609354450,29993009566800,152094369,STK,ME005
000810,KR7000810002,삼성화재,KOSPI,,650000,1,2000,0.31,652000,658000,642000,17657,11495561000,29020857450000,44647473,STK,ME005
298040,KR7298040007,효성중공업,KOSPI,,2907000,2,-8000,-0.27,2905000,2967000,2897000,14245,41699994000,27106461036000,9324548,STK,ME005
316140,KR7316140003,우리금융지주,KOSPI,,36400,1,300,0.83,36300,36550,36000,528053,19182479975,26819030674800,736786557,STK,ME005
267260,KR7267260008,HD현대일렉트릭,KOSPI,,716000,2,-9000,-1.24,725000,732000,714000,24999,18004094500,25809748660000,36047135,STK,ME005
005490,KR7005490008,POSCO홀딩스,KOSPI,,319500,2,-3500,-1.08,325500,327500,319000,79237,25428998750,25317667876500,79241527,STK,ME005
042660,KR7042660001,한화오션,KOSPI,,82100,2,-800,-0.97,83600,83700,81700,253788,20845015200,25156539647400,306413394,STK,ME005
009540,KR7009540006,HD한국조선해양,KOSPI,,338000,1,500,0.15,338500,344750,335500,48099,16315031250,23921313208000,70773116,STK,ME005
096770,KR7096770003,SK이노베이션,KOSPI,,140300,1,3700,2.71,142400,145000,138000,321660,45049989450,23718106156400,169052788,STK,ME005
010130,KR7010130003,고려아연,KOSPI,,1125000,1,1000,0.09,1132000,1132000,1116000,4472,5023974000,23482090125000,20872969,STK,ME005
000150,KR7000150003,두산,KOSPI,,1429000,2,-18000,-1.24,1478000,1478000,1422000,47103,67875698500,23140990215000,16193835,STK,ME005
042700,KR7042700005,한미반도체,KOSPI,,236500,1,500,0.21,237500,238500,232500,174398,41157928000,22541335300000,95312200,STK,ME005
015760,KR7015760002,한국전력,KOSPI,,30800,1,50,0.16,30900,31050,30600,340916,10515060875,19772493571600,641964077,STK,ME005
011200,KR7011200003,HMM,KOSPI,,20950,1,150,0.72,21000,21000,20750,190455,3977898250,19760835471500,943237970,STK,ME005
